ID Type Location PackSize FlowDur FlowRate Protocol SourceIP DestIP SourcePort DestPort ConnCount AnomScore ReputScore TrustLevel Attack
2 Sensor 1 291 19 16 TCP 192.168.1.22 192.168.1.12 11384 29357 27 1 91 95 0
2 Edge 2 156 15 29 UDP 192.168.1.17 192.168.1.6 9572 41579 15 0.5 97 81 0
2 Edge 2 366 20 157 UDP 192.168.1.20 192.168.1.4 20530 26874 35 1.6 100 98 0
1 Edge 2 365 18 164 TCP 192.168.1.23 192.168.1.6 2938 28731 26 0.7 91 92 0
2 Edge 1 237 20 31 UDP 192.168.1.13 192.168.1.6 4123 33821 33 1.8 90 80 0
2 Edge 4 337 15 43 UDP 192.168.1.3 192.168.1.13 9632 44816 11 1.8 91 80 0
1 Sensor 4 480 12 36 UDP 192.168.1.22 192.168.1.16 13150 32340 28 1.4 84 80 0
3 Sensor 3 337 14 198 TCP 192.168.1.23 192.168.1.15 18694 31568 15 1.6 93 91 0
4 Sensor 2 480 19 103 UDP 192.168.1.19 192.168.1.22 12248 40760 21 0.9 84 85 0
4 Edge 3 189 10 70 UDP 192.168.1.11 192.168.1.10 3708 43706 21 0.3 80 90 0
3 Sensor 1 111 20 164 UDP 192.168.1.10 192.168.1.6 8663 33261 38 1.3 83 82 0
3 Edge 4 500 19 46 TCP 192.168.1.16 192.168.1.9 11430 49099 26 1.8 89 86 0
1 Sensor 2 85 14 164 TCP 192.168.1.16 192.168.1.21 18317 33636 30 1.6 99 91 0
1 Edge 2 91 12 146 UDP 192.168.1.5 192.168.1.20 11854 37202 21 0.1 83 82 0
2 Edge 2 160 12 71 UDP 192.168.1.20 192.168.1.7 8754 40890 10 1.3 87 88 0
2 Edge 2 489 17 21 TCP 192.168.1.19 192.168.1.17 1735 38956 337 2.7 30 30 1
1 Sensor 1 377 14 30 TCP 192.168.1.18 192.168.1.9 20334 38176 37 1.1 82 89 0
1 Sensor 1 273 12 172 UDP 192.168.1.5 192.168.1.15 33557 44134 35 3 31 25 1
2 Sensor 1 1264 1.8 190 UDP 192.168.1.85 192.168.1.15 18880 43174 19 2.5 38 35 1
3 Edge 1 301 10 155 TCP 192.168.1.4 192.168.1.4 23661 34166 19 1.9 85 89 0
1 Edge 2 509 19 136 TCP 192.168.1.4 192.168.1.3 7494 38601 31 1.1 91 86 0
1 Edge 2 253 19 91 UDP 192.168.1.8 192.168.1.16 17730 33570 38 0.7 92 99 0
2 Sensor 1 371 12 135 UDP 192.168.1.20 192.168.1.11 24868 47841 40 1.4 82 90 0
4 Edge 2 336 20 32 UDP 192.168.1.8 192.168.1.24 20229 27253 23 0.1 91 80 0
1 Edge 1 373 20 190 UDP 192.168.1.11 192.168.1.18 5785 29273 26 2 91 96 0
1 Sensor 3 403 16 155 UDP 192.168.1.6 192.168.1.21 11628 44937 19 0.2 90 83 0
3 Sensor 4 157 10 122 UDP 192.168.1.5 192.168.1.24 14572 36710 36 0.4 90 95 0
3 Sensor 3 375 11 49 TCP 192.168.1.3 192.168.1.20 23233 29045 32 0.8 86 87 0
1 Sensor 1 105 15 60 UDP 192.168.1.7 192.168.1.10 19761 47482 23 1.3 89 89 0
3 Edge 4 137 20 101 UDP 192.168.1.3 192.168.1.19 19325 33019 10 1.1 91 96 0
2 Edge 3 90 14 27 UDP 192.168.1.2 192.168.1.9 6330 41526 30 1.3 92 93 0
3 Sensor 3 263 10 52 TCP 192.168.1.22 192.168.1.4 16844 45167 22 0.9 89 94 0
1 Edge 3 131 16 179 TCP 192.168.1.11 192.168.1.11 5044 44106 13 1.9 91 100 0
2 Edge 1 155 20 71 UDP 192.168.1.6 192.168.1.22 16113 32923 14 0.4 98 94 0
2 Edge 1 175 15 94 UDP 192.168.1.15 192.168.1.21 22681 31806 29 0 100 100 0
1 Edge 1 85 18 47 UDP 192.168.1.16 192.168.1.24 20290 48101 36 1.7 89 97 0
4 Edge 3 419 20 135 UDP 192.168.1.10 192.168.1.4 1219 38857 32 1.3 95 98 0
1 Sensor 1 288 17 112 UDP 192.168.1.16 192.168.1.10 17758 42647 34 2 85 86 0
3 Sensor 3 208 16 49 TCP 192.168.1.12 192.168.1.13 20033 26241 10 1.6 91 88 0
2 Edge 1 283 15 45 TCP 192.168.1.6 192.168.1.19 1604 36747 23 0.3 93 80 0
2 Sensor 2 355 20 101 UDP 192.168.1.20 192.168.1.18 2094 38348 15 2 92 97 0
4 Sensor 2 151 20 99 TCP 192.168.1.4 192.168.1.11 10332 33379 17 1.2 99 87 0
2 Sensor 1 1431 2 94 UDP 192.168.1.20 192.168.1.3 20063 33276 36 3 35 31 1
3 Edge 4 290 10 34 UDP 192.168.1.16 192.168.1.11 10509 31822 16 1.8 91 92 0
1 Sensor 1 330 16 36 UDP 192.168.1.5 192.168.1.23 7579 40122 40 2 94 94 0
2 Sensor 3 495 10 40 UDP 192.168.1.4 192.168.1.4 17026 43901 11 0.3 91 98 0
4 Edge 2 308 12 53 UDP 192.168.1.12 192.168.1.3 8394 46298 11 1.6 80 99 0
2 Edge 1 492 17 93 TCP 192.168.1.23 192.168.1.8 3777 38204 21 1.2 96 95 0
3 Sensor 2 262 10 115 TCP 192.168.1.23 192.168.1.5 6981 32944 31 0.9 80 98 0
3 Sensor 2 427 15 200 UDP 192.168.1.13 192.168.1.21 10069 44613 10 1.5 82 100 0
1 Sensor 3 147 18 53 TCP 192.168.1.19 192.168.1.12 4191 41317 14 1.2 95 98 0
4 Edge 1 427 11 43 TCP 192.168.1.5 192.168.1.24 19975 27333 37 0.3 93 98 0
4 Sensor 3 426 15 104 TCP 192.168.1.7 192.168.1.9 9934 38836 34 1.2 81 80 0
3 Edge 2 421 1.6 12988 TCP 192.168.1.24 192.168.1.19 22939 31037 30 3 34 33 1
1 Sensor 4 368 17 137 UDP 192.168.1.8 192.168.1.19 14339 45855 36 1.9 94 91 0
3 Edge 3 435 15 106 UDP 192.168.1.4 192.168.1.18 20797 45737 12 0.8 83 88 0
2 Sensor 3 478 18 42 TCP 192.168.1.5 192.168.1.23 6065 28356 19 1.3 88 80 0
3 Sensor 1 242 13 87 UDP 192.168.1.4 192.168.1.20 6588 34652 23 0.3 87 93 0
4 Edge 4 192 14 79 UDP 192.168.1.16 192.168.1.12 18662 43395 13 0.8 85 80 0
2 Sensor 3 1383 1.4 175 UDP 192.168.1.47 192.168.1.4 8409 40561 19 2.8 38 29 1
2 Sensor 4 237 14 125 UDP 192.168.1.13 192.168.1.10 18572 45496 26 1.9 85 87 0
4 Edge 1 362 11 165 UDP 192.168.1.8 192.168.1.5 8382 29381 15 0.4 86 89 0
2 Edge 2 417 19 159 UDP 192.168.1.21 192.168.1.16 5523 26016 40 1.8 98 91 0
2 Edge 2 255 11 24 UDP 192.168.1.5 192.168.1.24 11285 39763 40 1.4 96 86 0
3 Edge 2 187 16 126 TCP 192.168.1.12 192.168.1.9 4186 24138 225 2.7 33 38 1
1 Sensor 4 228 18 57 UDP 192.168.1.24 192.168.1.5 10727 40210 24 0 98 88 0
2 Sensor 3 116 13 98 UDP 192.168.1.15 192.168.1.21 4196 48847 34 1.8 96 84 0
3 Edge 1 155 18 147 UDP 192.168.1.6 192.168.1.9 13403 48863 24 0.2 94 89 0
2 Edge 1 489 15 119 UDP 192.168.1.6 192.168.1.21 19241 43739 25 0.2 85 88 0
1 Edge 3 70 20 161 UDP 192.168.1.11 192.168.1.8 20956 34968 40 0.9 86 87 0
3 Sensor 3 427 11 169 UDP 192.168.1.19 192.168.1.4 21431 39273 31 0.6 83 98 0
3 Sensor 3 280 14 73 TCP 192.168.1.5 192.168.1.21 3094 32574 21 1.4 89 95 0
3 Sensor 4 1369 1.9 131 TCP 192.168.1.9 192.168.1.14 9395 28905 10 2.6 39 45 1
1 Sensor 4 410 13 162 UDP 192.168.1.22 192.168.1.10 17568 42305 37 0.8 94 80 0
4 Edge 1 485 17 69 UDP 192.168.1.23 192.168.1.4 10749 47713 37 0.8 92 95 0
1 Sensor 2 398 17 52 UDP 192.168.1.11 192.168.1.8 6363 45386 20 0.7 89 87 0
4 Sensor 4 465 11 154 TCP 192.168.1.22 192.168.1.8 10512 25843 20 1.8 90 84 0
1 Sensor 1 284 16 29 TCP 192.168.1.7 192.168.1.17 21333 38878 24 1.5 100 84 0
1 Edge 4 436 11 190 TCP 192.168.1.5 192.168.1.21 20551 39528 39 1.4 85 83 0
4 Sensor 1 293 10 67 UDP 192.168.1.17 192.168.1.8 14877 26104 28 1.8 97 95 0
4 Sensor 3 396 12 76 UDP 192.168.1.15 192.168.1.19 9527 47912 16 0.1 80 96 0
3 Sensor 3 383 20 189 UDP 192.168.1.22 192.168.1.12 9120 27552 34 0.8 85 81 0
4 Edge 1 101 15 75 UDP 192.168.1.24 192.168.1.13 2952 28859 22 1.3 88 80 0
4 Edge 4 320 1.7 18753 TCP 192.168.1.2 192.168.1.26 16744 39355 35 2.8 30 40 1
1 Edge 2 1028 1.7 88 TCP 192.168.1.2 192.168.1.22 23836 41637 14 2.9 37 25 1
4 Sensor 4 384 13 82 UDP 192.168.1.20 192.168.1.9 16009 43407 18 0.7 81 100 0
2 Edge 3 498 18 170 TCP 192.168.1.22 192.168.1.5 14367 44171 27 2 85 96 0
3 Edge 2 376 20 160 TCP 192.168.1.5 192.168.1.21 18890 37675 29 1.2 86 85 0
1 Edge 3 395 16 175 UDP 192.168.1.9 192.168.1.8 15764 37708 19 1.6 89 97 0
2 Edge 4 362 15 53 TCP 192.168.1.18 192.168.1.6 6833 38529 32 1.2 89 98 0
3 Edge 3 415 18 120 TCP 192.168.1.12 192.168.1.24 4660 47562 26 0.2 83 94 0
3 Sensor 2 409 17 195 TCP 192.168.1.5 192.168.1.16 12292 33782 24 0.1 92 97 0
4 Edge 4 382 13 28 UDP 192.168.1.16 192.168.1.13 8685 37087 39 1.1 82 97 0
3 Sensor 4 296 20 99 TCP 192.168.1.11 192.168.1.24 22159 44291 21 1.4 94 88 0
1 Sensor 4 374 18 92 UDP 192.168.1.8 192.168.1.3 19869 41069 40 0.9 95 98 0
1 Sensor 3 350 20 140 TCP 192.168.1.9 192.168.1.12 14582 37397 29 0 92 95 0
3 Edge 1 264 11 54 UDP 192.168.1.8 192.168.1.8 18459 32785 12 0.5 94 85 0
4 Sensor 4 417 15 46 UDP 192.168.1.19 192.168.1.13 7629 40028 29 1.6 92 82 0
2 Edge 4 363 19 27 TCP 192.168.1.4 192.168.1.4 2930 31343 14 0.8 84 96 0
4 Edge 2 241 14 134 TCP 192.168.1.16 192.168.1.14 6297 38595 11 1.2 88 93 0
4 Sensor 2 115 11 46 TCP 192.168.1.5 192.168.1.17 19864 42218 27 1.8 93 99 0
2 Edge 3 337 11 183 UDP 192.168.1.17 192.168.1.19 4594 31936 19 0.2 99 94 0
4 Edge 1 71 12 29 UDP 192.168.1.8 192.168.1.9 13086 41812 31 1.3 93 95 0
2 Edge 1 231 13 159 TCP 192.168.1.9 192.168.1.7 6537 44581 18 0.8 97 89 0
3 Edge 3 91 20 123 UDP 192.168.1.10 192.168.1.23 18252 34909 32 1.7 90 83 0
1 Edge 3 474 20 143 UDP 192.168.1.8 192.168.1.19 22933 32731 36 1.6 82 80 0
1 Sensor 4 95 17 181 UDP 192.168.1.20 192.168.1.6 24401 48711 20 1.2 98 89 0
3 Sensor 4 164 10 170 TCP 192.168.1.16 192.168.1.18 18494 26828 11 0.4 90 91 0
4 Sensor 1 217 17 63 UDP 192.168.1.9 192.168.1.7 5309 37362 19 0.4 91 96 0
3 Edge 3 79 10 49 UDP 192.168.1.24 192.168.1.20 17264 29698 21 1.6 99 92 0
4 Sensor 1 321 13 97 UDP 192.168.1.24 192.168.1.21 4218 39852 35 0 95 92 0
4 Edge 1 311 16 28 TCP 192.168.1.14 192.168.1.22 16321 47246 17 1.4 83 90 0
4 Sensor 3 265 15 78 TCP 192.168.1.23 192.168.1.19 22885 38681 10 1.4 87 86 0
1 Edge 2 440 19 111 UDP 192.168.1.24 192.168.1.13 13009 45995 24 1.1 96 84 0
2 Edge 2 469 20 65 UDP 192.168.1.16 192.168.1.13 22460 29401 31 1.7 95 81 0
3 Edge 2 498 17 191 TCP 192.168.1.23 192.168.1.16 6109 37603 30 1.6 92 100 0
1 Sensor 3 509 10 54 TCP 192.168.1.14 192.168.1.8 7464 32698 20 0.9 82 99 0
1 Sensor 3 440 13 24 UDP 192.168.1.16 192.168.1.20 18048 28934 18 0.9 92 80 0
3 Sensor 2 204 1.8 10497 UDP 192.168.1.20 192.168.1.76 21038 39102 381 2.8 34 44 1
2 Edge 4 356 12 11 TCP 192.168.1.24 192.168.1.19 6797 48036 24 2 80 83 0
1 Edge 3 187 17 55 TCP 192.168.1.8 192.168.1.22 17414 31581 28 1.9 90 89 0
4 Edge 1 176 17 158 UDP 192.168.1.58 192.168.1.8 12477 23936 266 2.5 35 25 1
3 Sensor 2 133 14 111 UDP 192.168.1.12 192.168.1.5 12664 47168 25 1.2 99 92 0
4 Edge 2 81 11 149 UDP 192.168.1.20 192.168.1.8 24776 32002 26 0.5 98 80 0
2 Edge 4 380 18 36 UDP 192.168.1.2 192.168.1.3 16141 28502 22 0 92 83 0
4 Sensor 3 119 12 102 UDP 192.168.1.19 192.168.1.14 13914 27235 39 0.3 93 88 0
1 Sensor 2 488 11 168 UDP 192.168.1.7 192.168.1.13 7956 45381 12 0.3 80 80 0
2 Sensor 1 343 13 83 TCP 192.168.1.3 192.168.1.20 6228 42697 25 1 88 86 0
3 Sensor 1 481 17 167 UDP 192.168.1.17 192.168.1.10 15880 38089 15 1.2 87 93 0
2 Edge 4 99 12 182 UDP 192.168.1.8 192.168.1.14 4711 39072 11 0.6 92 86 0
1 Edge 2 466 12 127 UDP 192.168.1.18 192.168.1.15 15745 38922 34 1.6 88 83 0
3 Sensor 4 431 14 170 TCP 192.168.1.20 192.168.1.6 3636 35406 15 1.7 92 90 0
4 Edge 4 188 10 116 TCP 192.168.1.11 192.168.1.18 17756 47243 19 2 91 98 0
1 Edge 1 401 12 189 UDP 192.168.1.11 192.168.1.12 12152 25128 30 1.5 88 83 0
2 Edge 3 442 16 15 UDP 192.168.1.13 192.168.1.20 7142 47144 19 0 90 87 0
3 Edge 4 502 10 105 UDP 192.168.1.19 192.168.1.20 15208 33154 19 0.4 95 96 0
4 Edge 3 323 20 115 UDP 192.168.1.11 192.168.1.14 4995 30899 31 0.2 80 84 0
1 Sensor 4 75 20 53 UDP 192.168.1.6 192.168.1.18 22973 28191 26 1.7 97 84 0
1 Sensor 1 216 17 33 TCP 192.168.1.14 192.168.1.20 7915 36654 17 0.3 97 83 0
1 Edge 1 261 18 46 TCP 192.168.1.23 192.168.1.7 4162 48805 18 0.3 98 100 0
3 Sensor 2 93 14 132 UDP 192.168.1.3 192.168.1.17 5951 26580 32 1.4 84 96 0
1 Sensor 4 259 11 136 TCP 192.168.1.6 192.168.1.14 24340 37613 34 2 88 86 0
4 Sensor 4 475 11 171 UDP 192.168.1.16 192.168.1.9 7642 25100 27 1.3 91 92 0
2 Edge 4 447 16 137 UDP 192.168.1.15 192.168.1.10 23757 47316 28 1 91 96 0
1 Sensor 1 178 15 16 UDP 192.168.1.8 192.168.1.18 2111 28126 15 0 91 99 0
2 Sensor 2 259 19 152 UDP 192.168.1.20 192.168.1.14 24608 35168 10 0.9 94 99 0
3 Edge 2 493 19 170 UDP 192.168.1.22 192.168.1.23 19475 46977 18 0.7 84 93 0
1 Edge 1 103 12 135 TCP 192.168.1.10 192.168.1.21 5810 32248 20 1.6 85 92 0
4 Sensor 1 75 13 149 TCP 192.168.1.2 192.168.1.11 15328 27399 24 1.6 85 91 0
3 Sensor 4 102 17 168 UDP 192.168.1.19 192.168.1.20 3863 31229 11 1 90 84 0
1 Sensor 1 467 15 188 TCP 192.168.1.16 192.168.1.6 18008 37316 37 1.8 99 83 0
2 Edge 2 442 14 65 TCP 192.168.1.6 192.168.1.4 23970 47070 25 1.6 83 93 0
2 Sensor 3 122 13 26 TCP 192.168.1.8 192.168.1.7 24328 41017 24 1.2 100 90 0
1 Edge 4 337 20 176 TCP 192.168.1.15 192.168.1.8 4655 27477 16 1.9 89 89 0
2 Sensor 1 106 1.6 10927 UDP 192.168.1.41 192.168.1.33 11964 26787 14 2.9 30 26 1
1 Edge 1 64 19 161 UDP 192.168.1.12 192.168.1.17 5474 8983 32 2.5 34 37 1
3 Sensor 1 438 15 139 TCP 192.168.1.17 192.168.1.13 13984 38997 34 1.7 80 84 0
3 Sensor 3 183 17 25 UDP 192.168.1.9 192.168.1.18 17665 38283 28 1.2 98 80 0
3 Edge 3 409 11 189 UDP 192.168.1.12 192.168.1.2 24539 41590 18 0.3 92 99 0
1 Sensor 2 504 10 32 UDP 192.168.1.18 192.168.1.22 22007 47519 22 0.7 96 95 0
3 Sensor 2 388 10 197 UDP 192.168.1.20 192.168.1.24 19558 25725 31 0.9 98 98 0
2 Edge 4 407 13 193 UDP 192.168.1.24 192.168.1.9 13560 43672 23 1.2 89 89 0
3 Edge 3 296 20 36 UDP 192.168.1.20 192.168.1.14 12552 33685 28 0.1 83 92 0
4 Edge 2 314 11 60 UDP 192.168.1.5 192.168.1.21 9993 40027 33 0.1 81 89 0
1 Edge 3 151 19 107 TCP 192.168.1.9 192.168.1.5 18571 41043 36 1.9 85 87 0
2 Sensor 2 78 20 108 UDP 192.168.1.5 192.168.1.20 16676 28288 29 0.9 86 80 0
1 Sensor 2 421 18 23 UDP 192.168.1.3 192.168.1.24 18435 37630 30 1.7 94 85 0
4 Edge 4 150 11 120 UDP 192.168.1.19 192.168.1.12 15844 41461 35 0.9 82 85 0
3 Edge 4 406 14 137 UDP 192.168.1.12 192.168.1.12 18437 27502 25 1.1 97 100 0
3 Edge 2 381 14 165 UDP 192.168.1.16 192.168.1.5 8097 48328 32 0.6 95 97 0
1 Sensor 2 329 20 160 UDP 192.168.1.23 192.168.1.24 5570 37124 18 0.9 89 95 0
4 Sensor 3 143 16 75 TCP 192.168.1.19 192.168.1.23 17822 30081 20 0.2 90 85 0
3 Sensor 3 426 20 125 TCP 192.168.1.17 192.168.1.19 8405 32296 17 0.7 88 90 0
1 Sensor 3 425 19 54 UDP 192.168.1.5 192.168.1.79 2188 27529 221 2.9 34 31 1
1 Edge 1 146 11 134 UDP 192.168.1.5 192.168.1.10 2520 31720 15 0.6 90 89 0
4 Sensor 3 310 18 17 UDP 192.168.1.5 192.168.1.20 16929 28650 25 0.3 94 81 0
2 Sensor 4 127 16 188 TCP 192.168.1.14 192.168.1.11 19024 47561 14 0.6 86 86 0
1 Sensor 1 233 16 146 TCP 192.168.1.4 192.168.1.22 22292 37504 20 1.3 88 87 0
1 Edge 2 430 18 174 TCP 192.168.1.13 192.168.1.19 3343 41845 13 1.1 83 94 0
2 Sensor 1 238 15 16 UDP 192.168.1.20 192.168.1.10 4566 41080 34 1.6 85 83 0
2 Sensor 3 161 15 68 UDP 192.168.1.23 192.168.1.11 4433 26512 17 1.5 96 96 0
2 Sensor 3 384 16 77 UDP 192.168.1.23 192.168.1.15 14170 38523 20 1.7 94 89 0
2 Edge 2 130 10 94 UDP 192.168.1.16 192.168.1.17 22258 40241 29 1.8 89 86 0
2 Edge 3 442 15 53 TCP 192.168.1.18 192.168.1.18 18419 47207 34 0.8 80 82 0
2 Edge 3 69 13 98 TCP 192.168.1.8 192.168.1.24 7300 43301 23 1.2 90 91 0
2 Sensor 1 465 1.2 14817 UDP 192.168.1.11 192.168.1.49 8960 46925 308 2.9 37 26 1
4 Edge 1 384 11 82 TCP 192.168.1.8 192.168.1.11 11831 28375 11 0 82 93 0
3 Edge 3 370 19 177 TCP 192.168.1.3 192.168.1.7 1175 44340 35 0.5 95 88 0
2 Edge 3 360 18 158 UDP 192.168.1.16 192.168.1.20 11399 41181 40 0.5 90 97 0
3 Edge 2 168 14 39 TCP 192.168.1.10 192.168.1.7 18899 49143 25 1.3 86 86 0
3 Edge 1 238 10 93 TCP 192.168.1.4 192.168.1.8 14312 27460 14 1 98 97 0
3 Sensor 1 261 20 187 TCP 192.168.1.12 192.168.1.10 16722 48780 24 0.8 85 98 0
3 Edge 3 116 12 92 UDP 192.168.1.13 192.168.1.7 19840 44202 38 2 80 100 0
2 Sensor 3 403 11 196 TCP 192.168.1.9 192.168.1.21 10248 36637 39 1.1 89 93 0
1 Sensor 1 93 20 139 UDP 192.168.1.21 192.168.1.21 4003 45979 39 0.3 98 80 0
1 Sensor 2 198 10 19 TCP 192.168.1.20 192.168.1.15 17499 48640 18 0.3 100 87 0
1 Edge 3 201 19 113 UDP 192.168.1.22 192.168.1.17 21535 41408 30 1.1 81 81 0
2 Sensor 3 113 19 49 UDP 192.168.1.19 192.168.1.12 15956 30629 40 1 93 80 0
2 Edge 3 487 15 80 TCP 192.168.1.3 192.168.1.24 16513 31072 11 1.6 95 87 0
4 Edge 4 458 12 131 TCP 192.168.1.8 192.168.1.5 20099 40605 38 0.4 84 82 0
2 Sensor 4 233 13 178 TCP 192.168.1.13 192.168.1.13 7263 26426 13 0.5 87 87 0
4 Edge 1 392 13 152 UDP 192.168.1.16 192.168.1.17 12424 47004 14 1.2 85 99 0
4 Edge 1 381 14 94 UDP 192.168.1.21 192.168.1.8 20294 37398 37 0.7 98 98 0
1 Edge 1 269 11 189 TCP 192.168.1.19 192.168.1.24 19065 43468 39 0.7 96 86 0
3 Edge 3 479 16 79 UDP 192.168.1.21 192.168.1.21 24789 41296 21 0.4 86 84 0
1 Edge 1 483 16 49 UDP 192.168.1.12 192.168.1.20 4435 28095 30 0.7 100 96 0
1 Sensor 3 277 11 162 UDP 192.168.1.16 192.168.1.19 11409 46513 38 1.9 84 85 0
1 Sensor 3 260 10 38 TCP 192.168.1.20 192.168.1.6 18110 37520 32 0.4 99 93 0
4 Sensor 1 128 15 65 UDP 192.168.1.5 192.168.1.21 18275 28939 23 1.7 95 98 0
1 Edge 2 292 16 23 UDP 192.168.1.21 192.168.1.19 2871 44617 29 0 87 80 0
2 Sensor 1 259 20 133 UDP 192.168.1.8 192.168.1.19 24121 29004 36 1.1 87 88 0
4 Edge 1 487 16 115 TCP 192.168.1.10 192.168.1.3 8634 34684 21 0.8 85 91 0
2 Sensor 1 357 11 189 TCP 192.168.1.13 192.168.1.18 2548 44611 28 1.4 89 80 0
1 Edge 2 77 10 174 UDP 192.168.1.20 192.168.1.13 4926 44659 11 1.9 81 91 0
2 Edge 3 224 17 97 UDP 192.168.1.18 192.168.1.12 19637 28980 27 1.3 88 80 0
2 Edge 2 78 20 14 TCP 192.168.1.6 192.168.1.18 2738 35341 14 1.5 92 85 0
4 Sensor 3 169 14 63 TCP 192.168.1.9 192.168.1.6 21269 40700 12 0.8 81 99 0
3 Sensor 3 410 12 44 UDP 192.168.1.9 192.168.1.12 12496 38632 16 0.5 91 91 0
2 Sensor 3 90 13 191 UDP 192.168.1.9 192.168.1.12 20116 30290 21 0.1 98 96 0
2 Edge 1 154 16 166 TCP 192.168.1.17 192.168.1.11 5115 32146 37 1.4 100 82 0
2 Edge 4 366 19 38 TCP 192.168.1.13 192.168.1.23 19866 33724 31 0.7 99 84 0
3 Edge 2 204 13 12 UDP 192.168.1.13 192.168.1.4 10893 30837 21 0.7 88 99 0
3 Sensor 2 459 12 133 UDP 192.168.1.7 192.168.1.4 1165 39915 34 0.8 98 80 0
1 Edge 4 115 15 26 UDP 192.168.1.3 192.168.1.23 21763 31066 11 1.2 85 95 0
2 Edge 1 146 15 60 UDP 192.168.1.11 192.168.1.18 20313 29610 14 0.3 92 87 0
4 Sensor 2 368 14 126 UDP 192.168.1.6 192.168.1.13 23692 27098 36 0.9 100 87 0
3 Sensor 3 478 10 138 UDP 192.168.1.7 192.168.1.21 22839 40517 16 1.9 89 80 0
3 Sensor 4 262 18 180 TCP 192.168.1.20 192.168.1.3 14139 27546 13 1.1 80 84 0
1 Sensor 4 255 10 117 UDP 192.168.1.9 192.168.1.6 8508 39775 21 0.4 83 80 0
1 Edge 2 449 18 53 UDP 192.168.1.57 192.168.1.6 8577 34003 279 2.6 31 39 1
1 Edge 4 239 10 196 UDP 192.168.1.7 192.168.1.16 16917 37174 15 1.7 97 88 0
1 Sensor 4 511 12 166 TCP 192.168.1.5 192.168.1.6 4869 41262 30 1.5 94 81 0
2 Edge 1 426 19 30 TCP 192.168.1.6 192.168.1.6 23661 37872 20 1.2 82 99 0
4 Edge 4 334 1.6 18143 UDP 192.168.1.20 192.168.1.47 5829 4753 33 2.5 33 26 1
3 Edge 3 243 10 35 UDP 192.168.1.23 192.168.1.7 23147 48234 35 0 92 98 0
1 Edge 3 146 18 29 UDP 192.168.1.8 192.168.1.19 12631 31443 40 1.4 81 82 0
2 Edge 1 88 12 135 UDP 192.168.1.19 192.168.1.5 16298 36352 19 0.6 89 91 0
3 Sensor 2 409 12 19 UDP 192.168.1.19 192.168.1.20 2618 33998 27 0.2 91 100 0
3 Sensor 3 323 15 31 TCP 192.168.1.17 192.168.1.6 8003 37723 11 1.7 84 86 0
4 Edge 4 300 12 143 TCP 192.168.1.4 192.168.1.9 11929 37831 20 0.6 82 96 0
2 Sensor 2 509 15 166 UDP 192.168.1.5 192.168.1.23 18304 35974 19 1.2 100 80 0
1 Sensor 3 113 17 111 TCP 192.168.1.18 192.168.1.8 14607 44547 15 1.6 99 84 0
4 Sensor 2 156 20 26 UDP 192.168.1.12 192.168.1.6 9285 33403 22 1.9 95 99 0
1 Edge 2 308 16 61 UDP 192.168.1.14 192.168.1.7 11986 33190 19 0.1 94 99 0
2 Sensor 3 244 17 155 UDP 192.168.1.17 192.168.1.2 12623 40494 36 0 85 100 0
4 Sensor 2 334 17 62 UDP 192.168.1.13 192.168.1.11 3577 26067 39 1.1 92 100 0
4 Edge 4 453 18 97 UDP 192.168.1.64 192.168.1.12 14120 35819 211 2.5 35 44 1
2 Edge 1 243 10 140 TCP 192.168.1.24 192.168.1.7 16710 47359 23 0 83 84 0
1 Sensor 3 373 16 67 TCP 192.168.1.12 192.168.1.18 23046 28405 14 1.1 92 85 0
3 Sensor 3 402 13 52 UDP 192.168.1.4 192.168.1.16 10154 28198 36 0.2 91 80 0
4 Sensor 4 84 11 117 TCP 192.168.1.3 192.168.1.7 11719 32592 33 0.9 82 84 0
4 Edge 2 245 20 188 TCP 192.168.1.11 192.168.1.2 18546 37024 32 1.9 84 90 0
2 Sensor 2 115 20 37 TCP 192.168.1.2 192.168.1.21 1109 38979 25 1 99 92 0
3 Edge 4 293 20 197 TCP 192.168.1.18 192.168.1.7 15229 41770 25 1.2 97 100 0
1 Sensor 4 396 15 56 UDP 192.168.1.19 192.168.1.22 7390 48083 21 2 91 81 0
2 Edge 3 437 14 16 UDP 192.168.1.23 192.168.1.8 9373 27727 33 0.2 97 92 0
1 Sensor 4 441 16 124 TCP 192.168.1.11 192.168.1.11 4747 47841 33 0.8 97 89 0
3 Sensor 2 330 10 143 UDP 192.168.1.9 192.168.1.24 24366 26784 20 1.9 98 88 0
4 Edge 3 511 10 29 UDP 192.168.1.5 192.168.1.18 13121 40516 39 1.2 99 100 0
1 Sensor 3 406 17 122 UDP 192.168.1.16 192.168.1.2 12267 43835 15 1.4 90 94 0
2 Sensor 1 286 13 42 UDP 192.168.1.17 192.168.1.21 14509 38091 31 1.5 85 93 0
2 Edge 4 173 15 18 UDP 192.168.1.17 192.168.1.6 10516 32577 26 0.4 86 99 0
1 Edge 2 106 11 97 UDP 192.168.1.12 192.168.1.10 20439 47855 39 1.3 97 89 0
1 Edge 4 370 10 24 UDP 192.168.1.15 192.168.1.16 6983 39941 24 1.2 87 83 0
1 Edge 2 87 10 31 TCP 192.168.1.8 192.168.1.11 9685 40269 29 0.9 91 95 0
1 Sensor 3 504 13 125 UDP 192.168.1.22 192.168.1.9 2740 38624 37 0.7 83 95 0
